 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12
234	1509.955	1203.745	1593.525	1593.778	1775.963	1034.610	2104.625	2101.783	1904.925	927.518	1218.326	1944.595
235	1543.682	1258.373	1627.450	1847.185	1663.259	1020.415	2609.625	1950.267	1915.650	983.926	1261.349	1830.378
236	1476.750	1267.314	1688.000	1578.889	1578.000	1006.829	2079.812	2155.900	1818.400	903.296	1354.279	2128.541
237	1577.750	1321.275	1710.825	1842.333	1652.204	1010.049	2534.656	2179.483	1906.300	1028.556	1430.070	2029.135
238	1538.932	1350.000	1729.825	1787.241	1596.352	1022.829	2541.344	2214.483	1925.975	983.148	1555.837	2156.973
239	1517.682	1345.922	1717.250	1780.407	1570.741	1005.146	2545.875	2272.867	1967.825	950.370	1514.093	2188.568
240	1427.432	1335.922	1803.850	1516.148	1427.815	971.293	1973.594	2400.600	1824.025	888.482	1361.814	2341.216
241	1374.977	1289.529	1804.000	1459.648	1370.352	957.781	1878.406	2306.900	1769.825	911.037	1262.605	2289.865
242	1263.023	1241.804	1710.225	1412.889	1288.000	916.244	1831.719	2131.350	1657.650	874.074	1189.233	2195.216
243	1178.977	1139.412	1608.700	1283.815	1153.537	845.683	1618.906	1945.983	1515.400	828.370	1070.814	2074.865
244	1082.023	1101.235	1497.000	1198.537	1074.852	790.707	1602.688	1798.017	1397.550	763.778	968.023	1956.081
245	1024.341	1004.333	1438.625	1110.019	1005.315	757.073	1472.062	1699.450	1272.375	672.889	880.977	1830.784
246	955.636	945.980	1330.900	1017.741	974.333	702.976	1377.156	1553.250	1202.225	596.741	787.605	1720.595
247	893.386	872.510	1230.450	947.482	1032.056	676.488	1321.781	1455.850	1116.775	559.815	759.721	1624.486
248	871.364	847.745	1190.400	916.648	1264.259	652.854	1213.625	1366.633	1094.175	538.741	694.372	1565.649
249	844.864	838.667	1149.225	864.148	1324.889	649.024	1175.406	1319.450	1062.850	511.111	675.651	1498.000
250	818.977	841.294	1131.100	844.426	1444.019	621.268	1133.406	1263.133	1062.175	496.704	655.233	1494.730
251	819.227	809.471	1119.625	820.093	1500.093	630.610	1097.719	1243.567	1064.625	482.815	661.651	1428.730
252	792.455	829.235	1122.600	817.500	1423.519	641.561	1012.312	1237.383	1084.075	486.148	635.233	1400.081
253	796.045	841.980	1105.875	800.685	1330.611	638.000	982.656	1209.983	1112.375	495.815	641.674	1356.216
254	791.705	812.706	1109.425	807.722	1226.667	640.415	929.250	1212.917	1150.650	477.074	628.721	1364.324
255	784.909	831.569	1119.325	836.889	1159.815	628.098	924.469	1186.417	1154.525	496.926	643.930	1352.838
256	787.500	835.569	1114.575	859.426	1113.370	631.219	960.375	1140.850	1148.800	495.741	633.419	1340.027
257	810.568	812.353	1096.400	829.333	1024.296	633.902	924.781	1108.333	1109.625	504.407	642.884	1324.054
258	803.295	810.765	1113.725	826.630	1175.111	631.000	981.062	1076.083	1116.950	489.963	640.977	1264.054
259	928.023	901.922	1225.900	785.130	1282.704	635.854	815.750	1507.567	1178.450	527.259	737.000	1551.351
260	1244.932	1224.706	1446.300	887.796	1407.241	827.244	899.781	2623.567	1488.275	685.222	1167.093	1896.946
261	1468.909	1483.765	1471.075	1029.481	1638.630	1112.146	1265.531	2816.217	1715.575	809.630	1560.558	1794.270
262	1401.159	1513.157	1455.250	1146.426	1572.574	1225.439	1416.406	2647.350	1682.050	873.444	1644.000	1741.595
263	1304.386	1532.039	1428.250	1075.407	1366.463	1127.390	1266.719	2475.983	1497.875	813.370	1599.023	1673.946
264	1144.841	1405.157	1328.525	1026.407	1194.148	1053.293	1173.625	2253.233	1342.850	723.852	1459.465	1524.973
265	1057.409	1274.549	1262.875	984.037	1070.889	969.049	1088.250	2054.467	1239.975	640.111	1360.023	1440.892
266	1019.000	1163.451	1227.850	956.296	983.111	930.293	1021.031	1905.200	1160.275	608.815	1227.674	1378.000
267	969.205	1105.549	1217.225	919.167	938.982	855.829	961.625	1866.267	1129.550	588.741	1081.791	1357.351
268	968.636	1169.569	1199.750	901.852	916.963	866.634	973.406	1877.333	1151.750	574.889	1031.465	1344.459
269	972.614	1236.373	1201.300	879.685	890.907	868.854	939.938	1823.883	1119.800	581.148	970.395	1327.324
270	1028.955	1221.647	1194.500	899.778	901.037	868.049	945.625	1816.283	1188.400	563.778	1006.419	1306.027
271	1027.273	1183.549	1198.575	906.648	855.278	829.341	920.094	1724.233	1169.200	559.000	1033.907	1282.216
272	983.364	1107.823	1194.650	893.463	817.982	827.219	899.344	1626.983	1135.175	548.111	1005.674	1258.892
273	971.795	1184.333	1187.650	900.000	807.389	811.951	843.469	1580.100	1138.325	553.482	1125.302	1258.946
274	1087.341	1224.255	1205.975	929.278	1181.130	803.341	867.188	1548.167	1282.925	560.630	1176.302	1282.270
275	1321.500	1318.451	1270.225	983.482	2747.185	983.878	947.531	1529.650	1579.650	654.074	1212.047	1490.595
276	1381.068	1273.529	1215.925	919.963	3222.630	982.537	968.281	1464.283	1496.350	613.593	1103.163	1490.459
277	1226.818	1163.373	1178.800	883.556	3220.741	915.829	968.469	1345.767	1342.425	579.778	1014.140	1404.135
278	1125.773	1079.863	1118.000	853.259	3076.370	844.293	973.969	1298.367	1252.350	557.852	919.767	1347.000
279	1022.227	997.941	1078.625	815.870	2894.981	797.561	951.188	1250.150	1168.550	531.185	863.744	1275.405
280	947.864	971.490	1089.000	769.500	2726.519	733.146	938.062	1196.967	1123.050	507.000	799.233	1210.649
281	908.409	939.627	1078.900	762.518	2497.093	724.317	914.281	1165.000	1119.200	489.444	736.814	1141.270
282	874.727	919.922	1048.775	748.000	2338.741	696.561	909.250	1168.883	1107.500	491.185	736.349	1136.135
283	874.250	903.882	1063.600	739.852	2110.537	684.878	924.062	1168.633	1126.825	487.000	722.907	1111.649
284	834.795	876.941	1068.575	744.500	1919.852	668.585	902.781	1143.283	1131.200	480.296	687.930	1104.757
285	844.636	868.294	1064.200	741.130	1737.519	674.098	919.875	1159.050	1158.850	476.630	679.233	1092.784
286	810.159	867.431	1070.775	728.685	1538.519	661.561	894.062	1120.400	1160.200	464.889	672.744	1078.676
287	795.068	840.784	1058.200	748.556	1463.352	647.488	920.875	1081.017	1145.775	494.667	663.628	1077.649
288	783.000	825.608	1032.425	730.093	1368.389	630.878	889.281	1020.817	1116.475	481.370	663.256	1031.703
289	807.591	842.549	1043.275	783.685	1257.944	656.561	914.500	1114.400	1125.700	478.407	684.442	1059.541
290	959.182	1391.706	1163.050	1184.241	1402.111	946.293	1043.562	1738.833	1418.150	634.074	1152.884	1288.811
291	1039.500	1822.020	1273.500	1406.315	1484.704	998.781	1109.344	1881.200	1487.350	700.037	1322.953	1361.216
292	1074.295	2252.529	1292.225	1398.481	1574.815	1085.732	1172.594	1876.217	1556.150	714.556	1647.651	1439.946
293	1141.886	2289.353	1340.350	1377.444	1681.833	1198.146	1327.500	1869.867	1599.500	742.407	1844.140	1447.514
294	1123.705	2276.235	1378.675	1331.907	1525.426	1217.366	1190.594	2024.767	1586.475	730.370	1796.000	1539.838
295	1243.341	2398.078	1459.075	1607.611	1842.778	1454.683	1513.188	2154.850	1759.225	821.333	2134.163	1650.568
296	1262.136	2393.510	1495.675	1610.148	1739.519	1435.976	1601.531	2421.950	1793.775	833.963	2323.000	1669.027
297	1213.500	2365.902	1544.025	1709.296	1677.093	1320.512	1481.344	2585.050	1786.000	772.741	2077.907	1727.162
298	1293.977	2059.471	1917.575	1634.315	1577.981	1005.878	898.344	3198.767	2006.625	695.741	1279.279	2308.703
299	1560.568	2532.020	1971.625	1879.259	2037.222	2344.317	1966.656	3103.483	2473.050	998.185	2812.302	2066.459
300	1776.864	2671.177	2124.125	1885.333	2179.370	3268.146	2418.656	3055.050	2779.500	1110.370	3193.767	2082.189
301	1789.750	2694.667	2108.275	1818.833	2042.722	3161.805	2258.781	3404.850	2894.000	1051.370	2960.581	2143.378
302	1829.205	2560.627	2089.000	1832.889	2047.000	3201.122	2646.125	3128.917	3002.925	1071.111	2889.767	2220.513
303	1712.932	2369.098	2039.075	1848.870	1809.370	3037.610	2531.312	3090.283	2817.400	1012.815	2744.116	2148.757
304	1735.455	2179.961	2024.650	1879.074	1821.759	2943.658	2711.531	2917.933	2699.025	1010.259	2673.651	2116.027
305	1901.614	2245.667	2023.000	1983.481	3184.019	2859.683	2904.156	2799.567	3076.250	1084.444	2539.209	2326.432
306	1621.705	2197.078	1780.350	1848.093	3780.870	2592.976	2597.250	2925.067	2996.700	1108.741	2339.674	2287.135
307	1321.773	2024.686	1634.425	1559.648	3668.259	2258.268	2143.375	2917.667	2745.750	951.444	1920.442	2084.216
308	1125.591	1758.549	1442.550	1331.870	3449.796	1981.805	1932.656	2781.600	2442.350	795.222	1636.000	1839.108
309	1014.364	1563.392	1342.925	1157.389	3248.981	1735.732	1779.812	2659.650	2211.525	649.556	1411.698	1633.135
310	963.705	1432.177	1275.600	1038.630	2983.796	1548.878	1568.188	2568.167	2007.775	586.296	1206.488	1512.081
311	909.932	1296.137	1244.950	954.556	2817.222	1405.805	1518.688	2585.867	1818.250	570.667	1102.465	1477.541
312	887.068	1242.373	1211.375	904.611	2972.685	1411.073	1416.000	2641.933	1891.275	548.037	1005.651	1439.541
313	848.841	1155.706	1169.825	839.704	2874.074	1343.268	1233.188	2572.017	1693.150	509.741	915.535	1365.270
314	825.341	1104.765	1125.525	794.611	2707.944	1221.537	1201.562	2512.433	1574.000	486.370	842.953	1307.946
315	822.091	1039.412	1107.700	763.463	2614.167	1133.659	1104.469	2427.267	1462.375	480.259	786.512	1299.378
316	819.795	1005.431	1086.025	749.407	2429.370	1025.512	1073.469	2384.500	1421.000	484.148	774.558	1239.000
317	812.273	966.941	1080.725	782.926	2266.741	990.707	1024.875	2251.967	1378.800	477.741	731.651	1265.865
318	782.227	932.078	1093.200	750.056	2080.000	934.512	1047.219	2083.433	1371.875	464.296	689.930	1210.973
319	780.182	904.000	1084.550	733.259	1892.963	871.219	1011.156	1974.800	1364.325	467.667	693.651	1179.351
320	899.750	963.510	1210.175	1181.500	1769.981	945.805	1049.125	2121.750	1436.675	496.333	760.209	1321.189
321	1035.523	1122.725	1491.975	2202.556	1712.593	750.854	788.281	2749.217	1723.925	512.852	769.791	2033.514
322	1178.932	1253.627	1615.925	2672.500	2269.315	1135.976	1042.562	2557.483	2362.200	634.037	986.442	1910.946
323	1138.318	1237.608	1570.775	2698.074	2142.704	1130.610	1021.562	2343.450	2453.725	606.000	945.349	1852.027
324	1058.886	1098.529	1465.675	2587.815	1874.537	1043.878	1032.844	2155.350	2168.525	593.111	906.442	1708.946
325	1051.750	1081.177	1434.175	2509.500	1674.611	1004.049	969.375	1976.017	2039.875	564.630	840.837	1635.243
326	1011.227	1052.608	1378.775	2295.259	1576.444	959.756	938.844	1892.767	2048.925	585.778	836.860	1617.946
327	993.909	1049.157	1357.975	2169.611	1448.037	951.415	952.938	1851.483	2017.175	576.630	805.884	1581.973
328	974.000	1042.137	1318.725	2082.167	1360.500	935.219	916.656	1844.000	1891.400	550.296	781.884	1572.243
329	982.273	1068.039	1320.525	1972.019	1317.537	887.024	877.406	1803.667	1713.725	533.148	765.256	1584.135
330	982.750	1042.000	1317.000	1885.926	1181.852	867.000	878.125	1725.800	1729.675	556.370	762.907	1603.054
331	991.568	1052.510	1288.525	1794.963	1124.870	858.732	860.688	1683.617	1627.775	534.852	764.000	1556.838
332	950.091	1007.451	1211.025	1541.000	1094.593	816.098	809.250	1581.867	1480.550	518.926	694.977	1464.351
333	913.705	965.980	1270.075	1335.944	1075.778	769.976	783.156	1665.017	1442.375	525.259	704.558	1448.486
334	886.523	906.667	1191.750	1297.278	998.852	737.219	718.719	1600.817	1336.300	513.111	673.279	1393.946
335	866.341	911.667	1193.500	1161.000	1062.352	747.390	686.062	1535.050	1288.550	501.000	654.488	1347.622
336	868.273	913.118	1141.000	1138.481	1731.241	716.781	701.031	1529.067	1341.425	526.815	662.256	1350.838
337	882.636	892.725	1099.725	1026.574	1810.019	715.049	669.969	1465.200	1242.450	494.926	636.767	1322.892
338	970.545	898.804	1118.175	929.759	1906.556	745.854	681.781	1422.283	1216.125	500.519	627.209	1309.243
339	1141.750	911.608	1105.650	860.370	1954.241	698.902	710.438	1389.333	1147.800	484.296	622.791	1245.054
340	1155.455	899.176	1089.075	802.685	1802.222	710.634	687.156	1353.917	1114.225	493.074	629.186	1247.081
341	1126.614	914.392	1067.450	787.500	1591.815	676.902	691.438	1283.883	1102.350	481.407	611.558	1196.162
342	1063.159	897.843	1034.875	751.167	1436.278	649.683	673.719	1266.867	1100.850	472.000	610.000	1149.811
343	1018.659	924.333	1071.075	731.482	1295.593	632.244	653.750	1251.833	1093.475	464.074	598.000	1180.162
344	1009.250	887.843	1042.325	725.444	1191.296	625.634	637.812	1237.550	1085.375	464.444	590.372	1201.027
345	924.545	867.118	1023.400	686.167	1076.704	629.683	647.219	1145.700	1058.525	452.370	594.326	1190.649
346	896.250	846.824	1024.950	680.926	1012.574	624.902	662.938	1130.467	1068.725	470.407	595.814	1189.216
347	1009.864	854.412	998.975	685.056	1035.093	644.756	723.875	1107.633	1097.725	476.667	616.535	1155.243
348	1024.432	855.235	1026.800	685.759	1118.796	648.073	742.875	1090.967	1073.625	461.370	606.977	1149.189
349	1059.545	850.235	1033.450	707.870	1107.907	620.390	759.875	1075.883	1106.625	481.519	607.000	1215.054
350	1225.045	912.216	1082.000	790.463	1060.148	676.878	774.469	1142.933	1182.800	488.741	635.744	1266.649
351	1460.250	979.392	1146.175	850.574	1159.685	663.634	790.688	1221.967	1311.550	498.333	661.070	1316.324
352	1564.909	977.765	1137.900	876.352	1109.000	652.854	782.062	1204.033	1287.875	525.778	678.349	1291.676
353	1662.955	1049.549	1196.550	1052.889	1194.704	726.927	904.438	1204.883	1493.150	566.482	747.860	1314.297
354	1832.091	1131.059	1309.200	1240.074	1316.537	789.293	1055.719	1264.217	1945.275	611.444	865.605	1449.946
355	1846.545	1119.196	1321.525	1279.815	1267.870	806.049	1066.406	1237.733	2589.700	635.556	811.023	1412.297
356	1858.682	1127.020	1328.475	1328.093	1187.667	809.902	1112.312	1173.983	2483.700	643.963	871.605	1411.216
357	1724.023	1043.451	1280.975	1234.426	1072.130	776.268	1098.156	1116.683	2388.025	634.148	816.837	1402.297
358	1544.068	1022.137	1239.075	1113.574	1101.278	773.268	1060.000	1079.150	2263.100	622.037	809.674	1357.973
359	1513.227	1013.294	1244.750	1064.204	1101.667	734.439	1024.500	1086.717	2156.225	636.444	796.558	1360.730
360	1507.955	1012.059	1250.050	1077.537	1053.370	753.902	1035.062	1102.283	2156.900	610.259	786.233	1353.297
361	1440.750	1043.490	1284.000	1075.981	1035.000	778.415	1044.656	1139.200	2166.225	612.852	798.721	1360.649
362	1490.636	1062.725	1274.750	1249.907	1043.630	805.268	1152.406	1160.067	2237.275	615.333	849.558	1393.973
363	1568.409	1165.549	1368.200	1258.444	1189.963	824.073	1214.219	1221.300	2592.525	650.185	885.209	1466.811
364	1514.841	1150.235	1353.700	1422.630	1453.611	820.927	1264.562	1252.467	3234.850	688.148	885.767	1482.811
365	1353.750	1152.882	1343.300	1319.667	1771.204	814.219	1190.531	1213.133	3449.150	651.000	846.419	1462.108
366	1336.659	1213.667	1296.000	1233.074	2793.537	854.683	1095.781	1151.533	3466.900	636.185	830.767	1502.757
367	1150.136	1077.529	1214.850	1088.833	2686.352	808.829	1081.750	1073.450	3179.450	597.444	777.814	1384.676
368	1067.977	1052.216	1176.625	969.796	2738.444	753.634	985.406	1073.783	3111.200	563.889	725.302	1300.162
369	970.432	916.235	1130.575	893.370	2560.500	727.000	915.531	1018.033	2995.750	563.704	687.186	1220.108
370	922.159	906.353	1087.975	837.593	2352.667	700.951	869.188	1029.517	2818.750	502.519	638.977	1189.189
371	942.318	911.392	1091.275	808.556	2258.000	699.927	851.281	1029.283	2706.025	515.667	648.930	1156.459
372	935.750	916.157	1063.325	798.704	2066.796	658.902	849.844	1017.217	2492.500	479.593	631.535	1171.865
373	925.545	910.451	1046.400	819.018	1965.907	672.732	884.875	1038.200	2286.450	511.889	654.535	1134.432
374	903.955	883.490	1075.375	801.648	1750.685	671.976	889.312	1043.733	2096.500	488.074	638.744	1137.486
375	921.568	889.667	1079.850	821.537	1743.093	678.219	947.656	1038.250	1894.725	496.519	673.744	1124.946
376	944.955	915.294	1083.375	844.759	1945.574	696.976	986.500	1197.717	1806.900	517.518	690.419	1095.243
377	896.750	899.333	1062.000	795.537	1972.074	718.927	948.500	1305.417	1661.600	500.704	693.721	1085.027
378	870.909	901.196	1026.775	760.685	1715.907	717.488	946.750	1287.083	1527.775	494.630	671.558	1054.757
379	851.114	853.510	1053.450	772.463	1568.593	710.317	949.844	1287.383	1482.300	490.259	673.907	1058.297
380	1004.682	920.098	1068.950	820.018	1528.963	712.976	1022.594	1371.117	1522.375	505.963	684.744	1096.270
381	2044.773	1162.275	1272.300	907.148	1637.685	778.854	1016.219	2062.150	1871.200	594.926	803.977	1379.270
382	2486.795	1208.137	1295.650	965.741	1596.315	820.244	1170.062	2028.133	1803.175	624.630	858.535	1424.838
383	2368.477	1145.275	1341.150	950.926	1389.481	791.024	1033.719	1896.583	1749.675	644.926	834.837	1453.811
384	2599.182	1163.843	1395.350	1036.315	1499.907	874.415	1069.469	1779.450	1834.200	637.111	890.419	1542.270
385	2738.386	1177.863	1399.275	1090.204	1605.722	878.268	1191.906	1783.100	1898.250	671.889	941.326	1556.351
386	2588.977	1066.235	1349.775	1011.333	1395.981	843.463	1115.500	1652.033	1631.650	630.000	883.093	1477.892
387	2519.182	1081.627	1315.625	1002.018	1370.241	842.171	1133.812	1647.967	1601.875	623.926	906.047	1504.568
388	2348.841	1039.431	1270.675	974.500	1267.537	846.073	1075.812	1539.500	1533.650	614.333	860.837	1458.189
389	2299.818	1030.294	1281.000	959.074	1255.148	811.366	1117.844	1563.917	1568.425	608.148	865.930	1439.811
390	2311.864	1033.569	1273.650	947.074	1199.944	814.293	1090.312	1520.717	1538.475	587.259	843.140	1424.378
391	2411.227	1040.510	1255.925	928.037	1207.130	798.756	1050.000	1520.150	1600.500	586.815	858.070	1427.973
392	2234.250	1016.275	1229.950	918.741	1135.426	794.927	1003.844	1512.933	1496.575	588.778	809.791	1412.973
393	2289.682	1021.745	1238.925	894.426	1136.870	757.195	960.812	1680.283	1589.275	574.778	812.814	1433.919
394	2364.341	1041.608	1305.075	876.000	1187.981	775.293	919.062	1701.867	1626.350	576.889	833.791	1581.622
395	2835.545	1100.961	1292.950	1005.500	1463.833	836.488	1218.062	1695.367	1923.500	620.333	957.116	1494.703
396	2921.091	1294.078	1367.000	1095.000	3274.463	939.122	1343.125	1733.117	2949.925	717.741	1043.791	1757.378
397	2765.364	1294.039	1314.625	1057.519	3583.130	896.268	1346.094	1600.317	3061.225	685.333	1021.419	1823.243
398	2606.386	1196.471	1265.575	1063.944	3541.889	885.317	1470.000	1428.617	2744.400	668.518	937.698	1697.243
399	2337.523	1110.137	1212.375	988.778	3441.537	845.317	1463.812	1370.750	2522.600	657.370	894.395	1523.730
400	2131.250	1063.745	1188.275	957.759	3334.000	808.463	1356.969	1340.650	2325.475	620.407	854.442	1431.541
401	1991.273	1054.431	1163.825	1051.000	3350.815	818.000	1665.344	1253.150	2068.650	637.296	862.628	1289.865
402	1757.045	1060.255	1210.200	996.611	3342.907	844.829	1506.062	1276.200	1984.075	590.037	820.814	1317.270
403	1572.636	1004.765	1201.475	983.426	3358.500	855.415	1496.312	1231.867	1839.450	587.963	802.767	1287.973
404	1409.114	987.196	1229.275	856.518	3115.907	742.683	1293.719	1266.183	1774.750	542.407	724.023	1258.811
405	1282.500	964.843	1235.450	805.407	2859.611	729.634	1146.812	1284.817	1726.150	542.000	702.419	1280.865
406	1231.705	944.275	1214.175	773.593	2599.648	709.366	1084.125	1365.700	1686.300	583.741	697.581	1282.784
407	1138.818	942.196	1196.700	777.759	2375.259	675.122	1030.281	1365.567	1587.250	574.518	703.372	1284.378
408	1066.205	921.529	1200.925	736.167	2169.574	674.805	944.375	1356.817	1482.650	589.111	692.930	1274.243
409	1011.955	900.078	1137.850	730.259	1955.648	658.732	941.406	1266.217	1369.125	523.259	653.512	1225.703
410	946.750	874.706	1123.600	709.778	1819.130	640.171	925.406	1199.517	1288.750	509.630	634.744	1171.297
411	1241.864	982.647	1250.775	799.444	1737.222	715.049	973.781	1493.733	1330.175	574.667	696.907	1316.351
412	1738.318	1132.078	1437.675	899.278	1652.556	767.878	1075.812	2217.300	1456.150	711.222	932.465	1528.973
413	1665.205	1103.078	1417.975	910.278	1521.111	796.732	992.281	2188.767	1352.750	693.482	950.186	1536.351
414	1529.636	1088.373	1442.050	937.148	1337.296	766.634	976.438	2358.683	1313.050	769.111	1025.674	1481.784
